Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Committed_Lead_Days,Actual_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator,Source,Destination,Mode,Avg_Transit_Days,Weather_Disruption_Index,Route Risk Score,Backup Route Availability,Peak_Congestion_Indicator,vendor_id,vendor_name,Reliability_score,avg_lead_days,past_incident_count,Quality_Rejection_Rate (%),Supplier_Dependency_Index,collaboration_tenure
O0126,C02,V011,R024,03-04-2002,20-04-2002,10-05-2002,50,172,12.75,17,37,122,1,1,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0127,C02,V006,R010,04-04-2002,05-05-2002,19-05-2002,50,309,12.75,31,45,259,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O0128,C03,V011,R021,04-04-2002,07-06-2002,03-06-2002,50,750,88,64,60,700,1,0,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0129,C05,V003,R003,05-04-2002,24-04-2002,04-05-2002,50,243,37,19,29,193,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O0130,C03,V002,R001,06-04-2002,18-05-2002,09-05-2002,50,243,88,42,33,193,1,0,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O0131,C04,V010,R015,07-04-2002,25-05-2002,11-06-2002,50,224,65.2,48,65,174,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0132,C03,V010,R001,07-04-2002,28-05-2002,28-05-2002,87,750,88,51,51,663,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0133,C04,V010,R019,07-04-2002,28-04-2002,28-05-2002,212,589,65.2,21,51,377,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0134,C01,V008,R029,09-04-2002,14-04-2002,15-04-2002,107,750,25.5,5,6,643,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O0135,C05,V003,R019,09-04-2002,09-05-2002,09-05-2002,212,384,37,30,30,172,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O0136,C02,V007,R006,10-04-2002,19-04-2002,17-04-2002,50,200,12.75,9,7,150,1,0,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O0137,C05,V002,R006,12-04-2002,28-05-2002,30-05-2002,195,354,37,46,48,159,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O0138,C01,V006,R030,17-04-2002,22-05-2002,28-05-2002,50,750,25.5,35,41,700,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0139,C05,V010,R029,19-04-2002,15-05-2002,23-05-2002,50,750,37,26,34,700,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0140,C02,V008,R013,20-04-2002,16-06-2002,03-07-2002,50,75,12.75,57,74,25,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O0141,C01,V011,R011,20-04-2002,10-06-2002,10-07-2002,62,334,25.5,51,81,272,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0142,C04,V001,R009,21-04-2002,17-06-2002,07-06-2002,259,351,65.2,57,47,92,1,0,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O0143,C05,V011,R026,22-04-2002,10-06-2002,05-06-2002,50,750,37,49,44,700,1,0,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0144,C02,V015,R029,23-04-2002,16-05-2002,07-06-2002,213,243,12.75,23,45,30,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O0145,C02,V012,R014,23-04-2002,02-06-2002,26-05-2002,119,304,12.75,40,33,185,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V012,Mu Materials,50,11,5,6.7,80,4
O0146,C03,V007,R028,25-04-2002,25-05-2002,17-06-2002,124,170,88,30,53,46,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O0147,C05,V011,R013,25-04-2002,22-06-2002,15-06-2002,50,247,37,58,51,197,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0148,C01,V006,R001,26-04-2002,16-06-2002,30-06-2002,54,382,25.5,51,65,328,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0149,C02,V001,R003,27-04-2002,23-06-2002,15-07-2002,50,264,12.75,57,79,214,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V001,Alpha Metals,81,3,1,2.6,49,6
O0150,C05,V005,R028,28-04-2002,10-06-2002,21-06-2002,50,600,37,43,54,550,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V005,Epsilon Corp,68,10,1,5,70,1
O0151,C03,V002,R011,29-04-2002,26-06-2002,25-07-2002,50,247,88,58,87,197,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V002,Beta Supplies,76,9,4,4.2,64,1
O0152,C02,V007,R010,29-04-2002,26-05-2002,08-06-2002,50,170,12.75,27,40,120,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O0153,C01,V013,R002,02-05-2002,13-05-2002,27-05-2002,141,281,25.5,11,25,140,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O0154,C01,V001,R005,02-05-2002,30-06-2002,19-07-2002,163,288,25.5,59,78,125,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V001,Alpha Metals,81,3,1,2.6,49,6
O0155,C02,V011,R002,02-05-2002,09-06-2002,30-06-2002,164,277,12.75,38,59,113,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0156,C02,V013,R002,05-05-2002,24-05-2002,28-05-2002,50,263,12.75,19,23,213,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O0157,C05,V004,R026,06-05-2002,05-06-2002,05-07-2002,50,228,37,30,60,178,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O0158,C01,V015,R003,06-05-2002,05-07-2002,03-07-2002,750,750,25.5,60,58,0,0,0,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O0159,C03,V008,R022,06-05-2002,18-05-2002,13-06-2002,50,223,88,12,38,173,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O0160,C04,V010,R014,06-05-2002,03-06-2002,27-06-2002,50,750,65.2,28,52,700,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O0161,C02,V007,R026,07-05-2002,17-06-2002,14-07-2002,55,63,12.75,41,68,8,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0162,C05,V005,R023,08-05-2002,12-06-2002,14-06-2002,265,304,37,35,37,39,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O0163,C05,V005,R030,09-05-2002,27-06-2002,03-07-2002,382,750,37,49,55,368,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O0164,C02,V011,R012,09-05-2002,19-05-2002,17-05-2002,50,400,12.75,10,8,350,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0165,C05,V004,R015,10-05-2002,17-06-2002,12-06-2002,750,750,37,38,33,0,0,0,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V004,Delta Traders,92,3,2,1,35,3
O0166,C02,V001,R005,16-05-2002,01-07-2002,28-06-2002,50,173,12.75,46,43,123,1,0,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V001,Alpha Metals,81,3,1,2.6,49,6
O0167,C01,V008,R003,16-05-2002,25-06-2002,03-07-2002,99,189,25.5,40,48,90,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O0168,C03,V008,R016,18-05-2002,21-06-2002,21-06-2002,51,353,88,34,34,302,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V008,Theta Supplies,72,3,0,4.3,35,4
O0169,C05,V004,R023,18-05-2002,21-06-2002,19-07-2002,50,322,37,34,62,272,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O0170,C04,V004,R030,18-05-2002,11-07-2002,14-07-2002,269,354,65.2,54,57,85,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O0171,C02,V011,R028,19-05-2002,14-07-2002,27-07-2002,50,291,12.75,56,69,241,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0172,C03,V003,R006,19-05-2002,25-05-2002,07-06-2002,54,82,88,6,19,28,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O0173,C03,V009,R027,21-05-2002,03-06-2002,03-07-2002,72,115,88,13,43,43,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O0174,C01,V006,R002,22-05-2002,11-07-2002,01-08-2002,50,50,25.5,50,71,0,0,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O0175,C03,V015,R025,22-05-2002,12-07-2002,15-07-2002,50,750,88,51,54,700,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O0176,C05,V013,R006,23-05-2002,02-06-2002,05-06-2002,124,247,37,10,13,123,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O0177,C05,V009,R027,23-05-2002,30-05-2002,25-06-2002,117,136,37,7,33,19,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O0178,C02,V007,R028,23-05-2002,29-06-2002,08-07-2002,178,389,12.75,37,46,211,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O0179,C03,V014,R024,24-05-2002,07-06-2002,14-06-2002,50,358,88,14,21,308,1,1,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O0180,C05,V004,R029,24-05-2002,17-07-2002,26-07-2002,354,750,37,54,63,396,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O0181,C05,V010,R030,26-05-2002,13-07-2002,15-07-2002,123,584,37,48,50,461,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0182,C02,V011,R010,26-05-2002,14-07-2002,10-08-2002,291,648,12.75,49,76,357,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0183,C03,V014,R029,27-05-2002,21-07-2002,25-07-2002,50,466,88,55,59,416,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O0184,C04,V007,R021,27-05-2002,22-06-2002,05-07-2002,50,381,65.2,26,39,331,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0185,C05,V006,R008,28-05-2002,21-06-2002,24-06-2002,50,750,37,24,27,700,1,1,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0186,C02,V011,R002,29-05-2002,23-07-2002,03-08-2002,156,277,12.75,55,66,121,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0187,C04,V010,R023,30-05-2002,19-07-2002,14-08-2002,256,646,65.2,50,76,390,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0188,C02,V010,R017,31-05-2002,21-07-2002,20-08-2002,50,348,12.75,51,81,298,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O0189,C03,V002,R018,01-06-2002,13-07-2002,19-07-2002,50,104,88,42,48,54,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O0190,C02,V007,R026,01-06-2002,20-07-2002,15-07-2002,50,284,12.75,49,44,234,1,0,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0191,C03,V015,R003,03-06-2002,22-07-2002,18-08-2002,64,715,88,49,76,651,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O0192,C02,V013,R007,04-06-2002,31-07-2002,07-08-2002,113,148,12.75,57,64,35,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O0193,C02,V002,R006,08-06-2002,14-07-2002,27-07-2002,82,186,12.75,36,49,104,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O0194,C02,V001,R030,10-06-2002,08-08-2002,05-08-2002,50,144,12.75,59,56,94,1,0,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O0195,C01,V014,R026,11-06-2002,04-08-2002,23-08-2002,94,215,25.5,54,73,121,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O0196,C05,V007,R006,11-06-2002,18-06-2002,28-06-2002,120,272,37,7,17,152,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O0197,C04,V007,R002,12-06-2002,25-06-2002,29-06-2002,622,750,65.2,13,17,128,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O0198,C05,V010,R015,13-06-2002,16-07-2002,02-08-2002,750,750,37,33,50,0,0,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0199,C02,V001,R007,15-06-2002,13-08-2002,31-08-2002,50,351,12.75,59,77,301,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O0200,C04,V013,R030,17-06-2002,15-08-2002,12-09-2002,182,481,65.2,59,87,299,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O0201,C04,V008,R027,18-06-2002,14-08-2002,04-08-2002,50,171,65.2,57,47,121,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O0202,C05,V003,R030,22-06-2002,20-08-2002,15-08-2002,50,352,37,59,54,302,1,0,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O0203,C03,V006,R003,23-06-2002,10-07-2002,06-07-2002,68,248,88,17,13,180,1,0,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O0204,C03,V006,R018,23-06-2002,31-07-2002,13-08-2002,50,238,88,38,51,188,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0205,C05,V015,R012,23-06-2002,12-07-2002,09-07-2002,692,750,37,19,16,58,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O0206,C02,V006,R008,25-06-2002,08-07-2002,18-07-2002,85,119,12.75,13,23,34,1,1,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0207,C03,V001,R013,27-06-2002,09-07-2002,19-07-2002,104,410,88,12,22,306,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O0208,C04,V006,R007,28-06-2002,23-07-2002,27-07-2002,50,587,65.2,25,29,537,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0209,C02,V013,R011,30-06-2002,01-08-2002,13-08-2002,62,746,12.75,32,44,684,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V013,Nu Logistics,77,6,3,6.5,77,5
O0210,C05,V010,R003,01-07-2002,21-07-2002,07-08-2002,121,674,37,20,37,553,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O0211,C02,V002,R021,03-07-2002,22-08-2002,20-08-2002,50,313,12.75,50,48,263,1,0,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O0212,C02,V013,R027,04-07-2002,11-07-2002,08-08-2002,50,160,12.75,7,35,110,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O0213,C02,V015,R004,04-07-2002,23-08-2002,20-08-2002,50,300,12.75,50,47,250,1,0,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O0214,C05,V005,R007,04-07-2002,14-08-2002,08-08-2002,151,750,37,41,35,599,1,0,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O0215,C03,V003,R014,05-07-2002,24-08-2002,23-08-2002,146,169,88,50,49,23,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O0216,C03,V006,R021,05-07-2002,23-08-2002,01-09-2002,50,168,88,49,58,118,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0217,C01,V005,R007,05-07-2002,21-08-2002,22-08-2002,50,141,25.5,47,48,91,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O0218,C05,V014,R003,05-07-2002,26-08-2002,24-08-2002,101,128,37,52,50,27,1,0,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O0219,C04,V009,R013,05-07-2002,21-08-2002,11-08-2002,184,750,65.2,47,37,566,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O0220,C02,V007,R007,06-07-2002,16-07-2002,13-08-2002,50,374,12.75,10,38,324,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0221,C05,V003,R025,06-07-2002,19-07-2002,08-08-2002,266,703,37,13,33,437,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O0222,C03,V006,R019,07-07-2002,19-08-2002,11-09-2002,79,132,88,43,66,53,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0223,C02,V013,R018,08-07-2002,17-07-2002,26-07-2002,236,404,12.75,9,18,168,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O0224,C02,V010,R001,08-07-2002,22-08-2002,14-09-2002,151,300,12.75,45,68,149,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0225,C02,V006,R027,08-07-2002,28-08-2002,19-08-2002,291,649,12.75,51,42,358,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O0226,C04,V003,R015,08-07-2002,05-09-2002,12-09-2002,68,238,65.2,59,66,170,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O0227,C03,V007,R001,09-07-2002,27-07-2002,27-07-2002,119,750,88,18,18,631,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0228,C02,V002,R025,09-07-2002,22-08-2002,12-08-2002,222,262,12.75,44,34,40,1,0,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O0229,C04,V001,R019,10-07-2002,31-07-2002,29-07-2002,392,512,65.2,21,19,120,1,0,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O0230,C02,V013,R016,13-07-2002,06-08-2002,08-08-2002,198,261,12.75,24,26,63,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V013,Nu Logistics,77,6,3,6.5,77,5
O0231,C02,V011,R011,13-07-2002,23-07-2002,27-07-2002,50,208,12.75,10,14,158,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0232,C05,V002,R018,14-07-2002,13-08-2002,12-09-2002,50,292,37,30,60,242,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O0233,C03,V005,R011,14-07-2002,10-08-2002,09-09-2002,50,66,88,27,57,16,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V005,Epsilon Corp,68,10,1,5,70,1
O0234,C03,V014,R014,18-07-2002,27-08-2002,25-08-2002,89,145,88,40,38,56,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O0235,C03,V011,R028,18-07-2002,26-07-2002,10-08-2002,50,165,88,8,23,115,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O0236,C03,V007,R013,19-07-2002,12-09-2002,10-10-2002,98,312,88,55,83,214,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0237,C03,V008,R022,21-07-2002,10-08-2002,08-08-2002,292,513,88,20,18,221,1,0,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O0238,C04,V015,R007,22-07-2002,12-08-2002,10-09-2002,394,750,65.2,21,50,356,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O0239,C02,V010,R002,22-07-2002,19-09-2002,16-09-2002,50,150,12.75,59,56,100,1,0,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O0240,C05,V007,R012,22-07-2002,27-07-2002,10-08-2002,50,119,37,5,19,69,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0241,C01,V002,R012,24-07-2002,14-08-2002,01-09-2002,187,381,25.5,21,39,194,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O0242,C05,V014,R008,24-07-2002,20-09-2002,10-10-2002,355,750,37,58,78,395,1,1,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O0243,C03,V010,R006,26-07-2002,14-08-2002,22-08-2002,117,750,88,19,27,633,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O0244,C05,V005,R011,26-07-2002,15-09-2002,10-09-2002,85,211,37,51,46,126,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V005,Epsilon Corp,68,10,1,5,70,1
O0245,C01,V002,R012,29-07-2002,06-08-2002,03-08-2002,223,338,25.5,8,5,115,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O0246,C02,V010,R007,29-07-2002,21-08-2002,19-08-2002,50,50,12.75,23,21,0,0,0,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O0247,C04,V014,R019,29-07-2002,18-09-2002,21-09-2002,50,750,65.2,51,54,700,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O0248,C02,V007,R001,30-07-2002,14-08-2002,08-08-2002,50,194,12.75,15,9,144,1,0,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0249,C03,V010,R016,30-07-2002,21-08-2002,28-08-2002,50,359,88,22,29,309,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O0250,C01,V013,R027,02-08-2002,11-08-2002,01-09-2002,261,297,25.5,9,30,36,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O0251,C05,V007,R030,02-08-2002,21-09-2002,18-10-2002,309,640,37,50,77,331,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O0252,C05,V005,R008,02-08-2002,06-10-2002,27-09-2002,178,665,37,65,56,487,1,0,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
